tm,avgTa,minTa,maxTa,sumRn,iscs
2021-09-16,22.9,18.0,27.3,,
2021-09-17,23.5,20.5,28.2,,{채운}0710-0720.
2021-09-18,23.9,18.9,29.8,,
2021-09-19,23.7,20.8,27.8,,
2021-09-20,23.7,19.0,28.4,,
2021-09-21,22.0,17.4,26.2,68.1,{비}0025-{비}{강도0}0300-{비}{강도1}0600-0725. {비}0850-{비}{강도0}0900-0920. {비}1010-1055. {비}2240-{시정(미만)}{1km}{비}2341-{시정(이상)}{1km}{비}2346-{비}{강도2}2400- {박무}0040-{박무}{강도0}0300-{박무}{강도2}0600-0725. {박무}2315-{박무}{강도0}2400-
2021-09-22,20.2,16.8,24.3,4.5,-{비}-0130. {비}0735-0745. {비}1245-1305.  -{박무}-0055. 
2021-09-23,20.9,16.9,25.9,,
2021-09-24,21.8,16.7,26.9,,
2021-09-25,21.2,18.7,23.1,,{달무리}0355-0530.
2021-09-26,22.6,18.4,27.3,,{햇무리}1350-1515. 
2021-09-27,21.6,18.7,25.0,0.0,{비}1310-1320. {비}1355-{비}{강도0}1500-{비}{강도0}1800-1840. {비}1940-2010. {비}2310-2325. 
2021-09-28,21.5,19.6,24.4,1.3,{비}0105-{비}{강도0}0300-0335. {비}0835-{비}{강도0}0900-0920. {비}1608-1620. {비}1705-{비}{강도0}1800-1830. {비}1935-{비}{강도0}2100-{비}{강도0}2400- {박무}2120-{박무}{강도0}2400-
2021-09-29,20.2,17.8,21.4,13.1,-{비}-0050. {비}0435-{비}{강도0}0600-{비}{강도1}0900-1110. {비}1140-{비}{강도0}1200-1345. {비}1455-{비}{강도0}1500-1740.  -{박무}-0140. {박무}0455-{박무}{강도0}0600-{박무}{강도1}0900-1030. 
2021-09-30,20.3,16.0,25.9,,{박무}0535-{박무}{강도0}0600-0835. 
2021-10-01,21.1,16.9,27.5,13.3,{비}2145-2355. 
2021-10-02,20.7,16.4,26.6,,
2021-10-03,22.3,17.1,28.8,,{박무}0135-{박무}{강도0}0300-{박무}{강도0}0600-0840. 
2021-10-04,22.9,19.2,25.6,3.6,{비}1155-{비}{강도0}1200-1350. {비}1705-{비}{강도0}1800-{비}{강도0}2100-2120.  {박무}1725-{박무}{강도1}1800-1820.
2021-10-05,23.6,21.7,26.5,0.0,{비}1730-{비}{강도0}1800-2025.
2021-10-06,18.8,17.9,21.7,6.4,{비}0250-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{안개비}1415-1445.  {박무}0340-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도1}1200-1405.
2021-10-07,19.4,17.9,21.9,4.6,{비}0010-0035. {비}0125-0225. {비}0405-{비}{강도1}0600-0710. {비}1055-{비}{강도0}1200-1230.  {박무}0505-{박무}{강도1}0600-0715.
2021-10-08,18.8,17.5,20.0,3.5,{비}0815-0840. {비}0920-{비}{강도0}1200-{비}{강도0}1500-1730.  {박무}1035-{박무}{강도0}1200-{박무}{강도0}1500-1710.
2021-10-09,20.9,18.5,24.1,0.4,{비}0610-{비}{강도0}0900-0940.
2021-10-10,19.9,14.9,24.3,14.2,{비}0650-0825. {비}1049-1059. {비}1225-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1250-{박무}{강도1}1500-1620. {박무}2155-2250.
2021-10-11,15.2,12.6,17.8,0.3,-{비}-{비}{강도0}0300-0340. {비}0450-0530. {비}0625-0635. {비}0720-0740.
2021-10-12,17.9,15.8,21.3,,
2021-10-13,19.6,14.9,25.2,,
2021-10-14,19.7,17.4,23.9,,{달코로나}2000-2120. 
2021-10-15,19.0,17.0,21.4,0.0,{비}0310-0340. {비}0355-0555. {비}0755-{비}{강도0}0900-1140. {비}2225-{비}{강도0}2400-
2021-10-16,10.7,4.2,18.1,0.0,-{비}-0210.
2021-10-17,5.6,1.3,10.8,,
2021-10-18,9.6,2.8,16.1,5.6,{비}1915-{비}{강도0}2100-2215. {비}2255-{비}{강도0}2400- {박무}2010-{박무}{강도0}2100-{박무}{강도2}2400-
2021-10-19,10.9,7.1,15.0,4.4,-{비}-0245.  -{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도0}0900-1030.
2021-10-20,9.5,4.6,15.8,,
2021-10-21,9.8,4.9,16.2,,
2021-10-22,10.8,5.2,17.2,,
2021-10-23,11.4,5.7,18.4,,
2021-10-24,11.4,6.0,18.1,,
2021-10-25,11.7,6.3,17.6,,
2021-10-26,13.0,7.7,19.0,,{박무}2015-{박무}{강도0}2100-{박무}{강도0}2400- {연무}1720-{연무}{강도0}1800-1930. 
2021-10-27,13.4,9.8,18.1,0.0,{비}0330-0415.  -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-1020. 
2021-10-28,12.7,7.1,20.0,,
2021-10-29,14.6,10.5,20.6,,
2021-10-30,13.8,11.0,18.0,,
2021-10-31,14.1,9.2,20.3,0.7,{비}2015-2050.  {박무}2310-{박무}{강도0}2400-
2021-11-01,12.9,10.3,16.9,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0850. 
2021-11-02,11.5,7.9,16.9,,{박무}0125-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0950. 
2021-11-03,12.1,7.6,17.1,,
2021-11-04,12.1,8.4,16.3,0.0,{비}1210-1225.  {박무}0005-0035. {박무}0350-{박무}{강도0}0600-{박무}{강도0}0900-1050. {박무}1925-{박무}{강도0}2100-{박무}{강도0}2400- {연무}1640-{연무}{강도0}1800-1930. 
2021-11-05,13.0,7.8,20.2,,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-1055.  {연무}1050-{연무}{강도0}1200-1225. 
2021-11-06,14.1,8.8,21.3,,{박무}0030-0130. {박무}0210-{박무}{강도0}0300-0310. {박무}0540-{박무}{강도0}0600-0640. {박무}0810-{박무}{강도0}0900-0910. 
2021-11-07,15.3,9.7,21.3,,
2021-11-08,8.6,4.5,15.5,25.7,{비}0505-{비}{강도0}0600-{비}{강도1}0900-{비}{강도0}1200-1255. {비}1320-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}0615-{박무}{강도1}0900-1055.
2021-11-09,4.9,3.0,6.5,2.0,-{비}-0030. {비}0530-{비}{강도0}0600-{비}{강도0}0900-0950. {비}1025-1040. {비}1120-{비}{강도0}1200-{비}{강도0}1500-1640. {비}1920-1940. {비}2010-2030.
2021-11-10,4.2,0.7,7.7,0.3,{눈}0610-{진눈깨비}0645-0850. {비}1745-{비}{강도0}1800-1835. {비}1950-2055.  {박무}0635-0710. 
2021-11-11,5.3,2.1,9.7,0.0,{비}1105-1115.
2021-11-12,4.5,1.3,8.6,,
2021-11-13,7.3,0.5,13.4,,
2021-11-14,11.3,7.8,16.4,,
2021-11-15,10.1,5.8,15.7,,{박무}0210-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1010. 
2021-11-16,8.5,4.4,13.6,,
2021-11-17,7.5,2.7,12.5,,{햇무리}1305-1410. {햇무리}1610-1625. 
2021-11-18,11.9,7.7,16.2,0.0,{비}0410-0435. {비}0455-0520. {비}0925-0940. {비}1550-1630. {비}1715-1735.  {박무}1551-{박무}{강도0}1800-2025.  {연무}1425-{연무}{강도0}1500-1555.
2021-11-19,12.9,10.2,16.7,,{박무}0050-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1350. {박무}1810-{박무}{강도2}2100-{박무}{강도2}2400- {연무}1345-{연무}{강도0}1500-{연무}{강도1}1800-1815. 
2021-11-20,10.4,6.8,15.6,,-{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도1}0900-{박무}{강도1}1200-1250. {박무}2205-{박무}{강도1}2400- {연무}1245-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도1}2100-2210. 
2021-11-21,10.4,7.6,13.1,5.9,{비}2105-{비}{강도0}2400- -{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도1}0900-1155. {박무}2105-{박무}{강도0}2400- {연무}1150-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-2110. 
2021-11-22,2.7,-0.6,7.5,1.3,-{비}-0255.  -{박무}-0050. 
2021-11-23,-0.6,-3.7,2.3,,
2021-11-24,4.1,-2.6,9.1,0.0,{비}1005-1015. 
2021-11-25,5.7,2.6,9.9,,
2021-11-26,2.9,-0.5,7.2,0.0,{비}1355-1445. 
2021-11-27,3.4,-1.4,10.1,,
2021-11-28,5.1,-1.3,12.4,,
2021-11-29,7.6,2.5,13.7,,
2021-11-30,5.7,0.7,8.9,27.2,{비}0405-{비}{강도1}0600-{비}{강도0}0900-{비}{강도0}1200-1320. {비}1420-{비}{강도0}1500-1655. {비}1845-{진눈깨비}1850-{싸락눈}1855-1905. {눈}2115-2250.  {박무}0430-{박무}{강도1}0600-{박무}{강도1}0900-{박무}{강도0}1200-1325. 
2021-12-01,-1.3,-3.0,1.5,,
2021-12-02,1.3,-4.6,5.0,0.1,{비}1420-{비}{강도0}1500-1530. {비}1735-{비}{강도0}1800-1810. {비}1925-2015. 
2021-12-03,1.9,-1.8,4.6,0.4,{비}0150-{비}{강도0}0300-0350. 
2021-12-04,1.4,-2.7,7.0,,
2021-12-05,2.9,-2.3,9.6,,
2021-12-06,5.4,-0.7,12.1,,
2021-12-07,6.8,2.6,13.3,,
2021-12-08,6.7,1.9,13.3,,
2021-12-09,6.5,2.7,9.7,,
2021-12-10,7.0,5.8,8.2,0.7,{비}0910-1115. {비}1455-{비}{강도0}1500-1530. {비}1603-1610.  {박무}1505-1650. {박무}1845-{박무}{강도0}2100-{박무}{강도0}2400-
2021-12-11,6.0,4.4,9.8,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1325. {박무}2020-{박무}{강도0}2100-{박무}{강도0}2400- {연무}1320-{연무}{강도0}1500-{연무}{강도0}1800-2025. 
2021-12-12,1.2,-3.8,5.1,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1025. 
2021-12-13,-2.2,-5.9,1.9,,
2021-12-14,3.7,-0.7,8.2,1.2,{비}1625-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}2140-{박무}{강도1}2400-
2021-12-15,7.2,5.4,10.0,2.1,-{비}-0025. {비}0055-0130. {비}0320-0330. {비}0355-0515. {비}0610-0655. {비}0845-{비}{강도0}0900-0945.  -{박무}-{박무}{강도1}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1410. {박무}1805-{박무}{강도1}2100-{박무}{강도0}2400- {연무}1405-{연무}{강도0}1500-{연무}{강도1}1800-1810.
2021-12-16,6.4,3.3,9.8,0.0,{비}2035-2058.  -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1150. {박무}2035-{박무}{강도0}2100-2345.  {연무}1146-{연무}{강도0}1200-1220. {연무}1930-2040.
2021-12-17,-5.6,-10.1,3.2,,
2021-12-18,-5.7,-11.2,-1.8,2.8,{눈}1420-{눈}{강도0}1500-{시정(미만)}{1km}{눈}1510-{시정(이상)}{1km}{눈}1603-1730. {눈}2250-{시정(미만)}{1km}{눈}2339-{시정(미만)}{0.5km}{눈}2345-{시정(이상)}{0.5km}{눈}2354-{시정(이상)}{1km}{눈}2359-{눈}{강도0}2400- {박무}1605-1705. {박무}2330-{박무}{강도2}2400-
2021-12-19,-0.8,-5.8,4.2,0.2,-{눈}-0110.  -{박무}-0110. 
2021-12-20,5.2,-0.9,11.1,0.0,{비}0255-{비}{강도0}0300-0315.  {박무}2220-{박무}{강도0}2400-
2021-12-21,5.2,0.8,8.9,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1355.  {연무}1350-1450. 
2021-12-22,2.2,-2.6,8.2,,
2021-12-23,2.7,-1.5,8.3,,
2021-12-24,-0.3,-7.3,3.2,0.2,{눈}1220-1340. {눈}1530-1630.  {박무}1240-1345. {박무}1435-{박무}{강도0}1500-1635. 
2021-12-25,-11.7,-14.4,-7.3,,
2021-12-26,-12.1,-15.5,-7.3,,
2021-12-27,-7.6,-12.9,-3.9,0.0,{눈}1240-1340. {눈}1445-{눈}{강도0}1500-1550. 
2021-12-28,-4.1,-8.5,-0.9,,
2021-12-29,0.4,-3.8,5.9,0.2,{눈}0255-{눈}{강도0}0300-0310. {싸락눈}0355-0505. {비}1648-1658.  {박무}0410-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1215.  {연무}1650-{연무}{강도0}1800-1830. {연무}1940-2025. 
2021-12-30,-3.9,-6.8,0.2,0.0,{눈}1745-{눈}{강도0}1800-1815. 
2021-12-31,-6.7,-8.8,-3.9,,
2022-01-01,-4.3,-10.2,2.3,,
2022-01-02,-1.3,-5.2,3.0,0.3,{눈}0305-{눈}{강도0}0600-0715.  {박무}0610-0705. {박무}1055-{박무}{강도0}1200-1205.  {연무}0550-{연무}{강도0}0600-0615. 
2022-01-03,-1.9,-8.0,2.5,0.0,{눈}1815-2055. {눈}2240-{눈}{강도0}2400-
2022-01-04,-2.5,-5.6,1.0,0.0,-{눈}-0055. 
2022-01-05,-2.8,-7.8,1.9,,{햇무리}0945-1535. 
2022-01-06,-2.2,-5.9,3.3,,
2022-01-07,-1.6,-5.9,4.5,,
2022-01-08,0.3,-5.0,3.7,0.0,{눈}1435-1445.  {연무}1745-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도1}2400-
2022-01-09,1.3,-1.2,5.6,,{박무}0025-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도1}0900-{박무}{강도1}1200-1235.  -{연무}-0030. {연무}1230-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-
2022-01-10,0.5,-3.4,4.4,0.9,{눈}1855-2010. {눈}2125-{눈}{강도0}2400- {박무}0440-{박무}{강도0}0600-{박무}{강도0}0900-1055. {박무}2220-{박무}{강도1}2400- -{연무}-{연무}{강도0}0300-0445. {연무}1050-{연무}{강도0}1200-1405. {연무}1650-{연무}{강도0}1800-1840. 
2022-01-11,-7.4,-10.3,0.3,0.2,-{눈}-0130.  -{박무}-0120. 
2022-01-12,-7.7,-11.3,-3.4,,
2022-01-13,-6.4,-8.9,-3.1,,
2022-01-14,-4.8,-10.1,1.3,,{달무리}2330-
2022-01-15,-1.0,-5.3,1.8,0.0,{눈}1920-1935. {눈}2150-2230.  -{달무리}-0250. 
2022-01-16,-2.0,-7.2,2.4,0.0,{눈}0130-0155.  {박무}0405-{박무}{강도0}0600-0810. 
2022-01-17,-5.8,-9.2,0.1,0.5,{눈}1320-{눈}{강도0}1500-{눈}{강도0}1800-1815. 
2022-01-18,-5.6,-9.9,-0.7,,
2022-01-19,-5.3,-7.7,-2.7,1.7,{눈}0855-{눈}{강도0}0900-{눈}{강도0}1200-{눈}{강도0}1500-1535. {눈}1625-1650.  {박무}1530-1705.  {달코로나}0550-0615. 
2022-01-20,-5.0,-9.8,0.9,,
2022-01-21,-2.7,-8.7,4.6,,
2022-01-22,0.3,-5.0,7.1,,
2022-01-23,2.0,-0.6,6.7,,
2022-01-24,4.6,1.3,8.4,,
2022-01-25,2.8,1.9,4.5,0.7,{진눈깨비}0250-{진눈깨비}{강도0}0300-{진눈깨비}{강도0}0600-{비}0720-{비}{강도0}0900-{비}{강도0}1200-1330. {비}1430-{비}{강도0}1500-1535.  {박무}0750-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-1630.
2022-01-26,1.3,-1.9,6.8,,{박무}0020-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0950. 
2022-01-27,-1.1,-4.6,4.0,,
2022-01-28,-2.7,-5.9,2.1,,
2022-01-29,-3.6,-7.2,0.9,,
2022-01-30,-2.8,-8.0,2.4,,
2022-01-31,-0.7,-6.8,4.8,1.2,{눈}2055-{눈}{강도0}2100-2340.  {박무}2120-{박무}{강도0}2400-
2022-02-01,-1.3,-2.7,0.9,1.7,{눈}0240-{눈}{강도0}0300-{시정(미만)}{1km}{눈}0407-{시정(이상)}{0.1km}{눈}0420-{눈}{강도0}0600-0625. {눈}0840-{눈}{강도0}0900-0935. {눈}1015-1025.  -{박무}-0055. {박무}2110-{박무}{강도0}2400- {연무}1915-{연무}{강도0}2100-2115. 
2022-02-02,-3.4,-6.0,0.0,,-{박무}-0220. 
2022-02-03,-3.4,-6.9,0.4,,
2022-02-04,-5.2,-8.2,-0.7,0.0,{눈}1605-1645. 
2022-02-05,-6.6,-9.7,-2.0,,
2022-02-06,-3.9,-8.4,1.7,,
2022-02-07,-2.5,-7.3,1.9,,
2022-02-08,-0.1,-4.1,5.6,,
2022-02-09,1.0,-4.3,7.2,,
2022-02-10,1.4,-3.2,6.7,,
2022-02-11,2.9,-2.6,8.8,,{박무}0040-{박무}{강도0}0300-{박무}{강도0}0600-0805. {연무}2025-{연무}{강도0}2100-{연무}{강도0}2400-
2022-02-12,4.8,-0.1,10.4,,-{연무}-{연무}{강도0}0300-0440. {박무}0435-{박무}{강도1}0600-{박무}{강도0}0900-1010. {연무}1005-{연무}{강도0}1200-1235.
2022-02-13,4.8,1.6,9.5,,{햇무리}0855-1230.
2022-02-14,2.5,-1.3,8.1,1.7,{연무}1345-1405. {비}1530-1755. {박무}1540-{박무}{강도0}1800-2005.
2022-02-15,-4.7,-7.7,-1.3,0.0,{눈}0105-{눈}{강도0}0300-{눈}{강도0}0600-{눈}{강도0}0900-1110. {눈}1415-{눈}{강도0}1500-1620.
2022-02-16,-7.3,-9.6,-4.1,0.0,{눈}0630-0650.
2022-02-17,-6.2,-10.7,-0.5,,
2022-02-18,-1.2,-8.0,5.7,,
2022-02-19,-1.7,-6.2,3.7,0.1,{달무리}0255-0330. {눈}1605-{눈}{강도0}1800-1815.
2022-02-20,-4.8,-8.4,-0.5,,
2022-02-21,-3.0,-8.1,3.6,0.1,{눈}1050-{눈}{강도0}1200-1245. {눈}1330-1345. {눈}1425-1450.
2022-02-22,-4.5,-8.0,0.5,,
2022-02-23,-5.6,-10.0,-0.6,,
2022-02-24,-2.4,-8.5,3.7,,
2022-02-25,3.0,-3.6,8.4,,{박무}0520-{박무}{강도0}0600-0655. {연무}1255-{연무}{강도0}1500-{연무}{강도0}1800-1940. {박무}1935-{박무}{강도0}2100-{박무}{강도0}2400-
2022-02-26,5.4,1.0,9.3,1.1,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1055. {비}1455-{비}{강도0}1500-1610. {비}1755-{비}{강도0}1800-2015. {박무}1845-{박무}{강도1}2100-2350.
2022-02-27,3.7,-1.6,9.1,,
2022-02-28,6.8,2.7,11.5,,
2022-03-01,5.8,0.3,9.7,2.3,{비}0135-{비}{강도0}0300-{비}{강도0}0600-0840. {박무}0455-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1455.
2022-03-02,3.5,-2.3,8.8,,
2022-03-03,5.8,0.9,12.4,,{박무}0230-{박무}{강도0}0300-{박무}{강도0}0600-0810.
2022-03-04,6.9,0.6,14.6,,{박무}2005-{박무}{강도0}2100-{박무}{강도0}2400- {황사}2020-{황사}{강도0}2100-{황사}{강도0}2400-
2022-03-05,2.3,-0.7,6.7,,-{박무}-0115. -{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-1320.
2022-03-06,1.4,-3.0,6.8,,
2022-03-07,2.8,-2.7,8.7,,
2022-03-08,6.0,1.1,12.3,,
2022-03-09,7.1,1.7,14.8,,{박무}0355-{박무}{강도0}0600-{박무}{강도0}0900-1010. {연무}2040-{연무}{강도0}2100-2120.
2022-03-10,9.3,4.2,15.8,,{연무}0130-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-1020. {햇무리}0950-1550.
2022-03-11,11.2,5.1,18.4,,
2022-03-12,12.8,6.3,19.5,2.6,{연무}1240-1310. {비}1935-{안개비}2025-{안개비}{강도0}2100-2135. {박무}1950-{박무}{강도0}2100-2105. {비}2240-{비}{강도0}2400- {박무}2335-{박무}{강도1}2400-
2022-03-13,11.7,10.7,12.6,42.1,-{비}-{시정(미만)}{1km}{비}0129-{시정(이상)}{1km}{비}0135-{비}{강도1}0300-{안개비}0510-{안개비}{강도0}0600-{안개비}{강도0}0900-1020. -{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도1}0900-{박무}{강도1}1200-{박무}{강도0}1500-{박무}{강도0}1800-2030. {안개비}1140-{안개비}{강도0}1200-1345.
2022-03-14,8.2,4.9,13.2,8.7,{비}1205-{비}{강도0}1500-{안개비}1620-1740. {박무}1220-{박무}{강도1}1500-{박무}{강도0}1800-2010.
2022-03-15,7.2,2.3,13.3,,{연무}2020-{연무}{강도0}2100-2345.
2022-03-16,10.3,3.6,16.8,,{박무}0240-{박무}{강도0}0300-0505. {박무}0735-{박무}{강도0}0900-0950. {연무}1020-1110.
2022-03-17,10.7,7.8,15.1,1.2,{햇무리}1045-1240. {비}1830-{비}{강도0}2100-{비}{강도0}2400-
2022-03-18,7.5,5.5,9.6,0.0,-{비}-0250. {비}0510-0550. {비}1340-1420.
2022-03-19,3.4,0.9,6.1,14.6,{비}0210-{비}{강도0}0300-{진눈깨비}0520-{진눈깨비}{강도1}0600-{눈}0610-{진눈깨비}0820-{진눈깨비}{강도1}0900-{비}1145-{비}{강도0}1200-1345. {박무}0355-0425. {박무}0525-{박무}{강도1}0600-{박무}{강도1}0900-1140.
2022-03-20,5.4,2.2,9.3,0.0,{비}0220-{비}{강도0}0300-0540. {박무}0630-{박무}{강도0}0900-0940. {비}0920-0935.
2022-03-21,5.0,-0.3,10.9,,{햇무리}1140-1440.
2022-03-22,7.1,1.1,13.6,,
2022-03-23,6.2,4.9,8.2,,
2022-03-24,8.2,3.9,12.4,,
2022-03-25,12.0,6.3,17.2,10.9,{박무}0020-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0915. {연무}0910-1140. {비}1915-{비}{강도0}2100-{비}{강도0}2400- {박무}1950-{박무}{강도0}2100-{박무}{강도0}2400-
2022-03-26,11.8,9.5,14.7,19.8,-{비}-{비}{강도0}0300-{비}{강도1}0600-0643. -{박무}-{박무}{강도0}0300-{시정(미만)}{1km}{안개}0522-{시정(이상)}{1km}{박무}0532-{박무}{강도1}0600-0617. {비}0708-{비}{강도0}0900-1040. {박무}0755-{박무}{강도1}0900-1030. {안개비}1235-1325. {박무}1245-1305.
2022-03-27,8.1,5.0,12.6,,
2022-03-28,8.2,1.5,15.1,,
2022-03-29,9.7,3.3,15.6,,
2022-03-30,10.8,5.9,15.7,0.4,{비}1235-1440. {비}1625-1735. {박무}2010-{박무}{강도0}2100-{박무}{강도0}2400-
2022-03-31,10.9,7.6,14.7,,-{박무}-0220.
2022-04-01,9.2,4.5,14.9,,
2022-04-02,8.2,3.7,14.2,,
2022-04-03,9.6,3.5,17.0,,
2022-04-04,10.3,5.1,16.4,,{연무}0205-{연무}{강도0}0300-0550. {박무}0545-{박무}{강도0}0600-0850. {연무}0845-{연무}{강도0}0900-0940.
2022-04-05,10.3,4.9,15.8,,{햇무리}0740-1130.
2022-04-06,11.7,8.0,17.0,,{박무}0705-0850. {햇무리}1350-1430.
2022-04-07,10.9,7.4,15.7,,
2022-04-08,12.9,5.1,20.0,,
2022-04-09,17.8,12.4,24.2,0.5,{비}0710-0750. {비}0815-0840.
2022-04-10,18.2,12.7,25.1,,
2022-04-11,19.6,13.4,26.6,,
2022-04-12,19.3,15.9,26.4,0.5,{비}0355-0425. {비}2010-{비}{강도0}2100-2340. {박무}2040-{박무}{강도0}2100-2230. {박무}2310-{박무}{강도0}2400-
2022-04-13,13.1,12.0,15.9,1.3,{비}0110-{비}{강도0}0300-{비}{강도0}0600-0640. -{박무}-{박무}{강도1}0300-0555.
2022-04-14,13.2,11.4,15.3,,
2022-04-15,13.3,7.5,19.3,,
2022-04-16,13.2,7.1,20.2,,
2022-04-17,14.0,7.2,21.9,,{박무}0205-{박무}{강도0}0300-{박무}{강도0}0600-0705.
2022-04-18,15.2,11.4,21.6,,{햇무리}0925-1140.
2022-04-19,15.2,8.9,22.1,,{연무}2340-{연무}{강도0}2400-
2022-04-20,15.7,9.7,22.1,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-0810.
2022-04-21,16.3,9.6,22.7,,
2022-04-22,15.0,13.2,16.8,,{박무}1435-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400-
2022-04-23,17.7,10.4,25.3,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0950.
2022-04-24,18.5,15.0,24.5,0.3,{안개비}0445-{안개비}{강도0}0600-{안개비}{강도0}0900-0920. {박무}0445-{박무}{강도0}0600-{박무}{강도0}0900-1005. {안개비}2350-{안개비}{강도0}2400- {박무}2355-{박무}{강도0}2400-
2022-04-25,20.0,17.0,23.6,1.3,-{안개비}-{안개비}{강도0}0300-{안개비}{강도0}0600-0830. -{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도0}0900-1050. {비}2115-{비}{강도0}2400- {박무}2335-{박무}{강도0}2400-
2022-04-26,21.9,17.0,28.7,1.0,-{비}-{비}{강도0}0300-0450. -{박무}-{박무}{강도0}0300-0405. {햇무리}1345-1530.
2022-04-27,17.7,12.6,23.9,,{황사}0325-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-
2022-04-28,18.2,11.6,25.9,0.0,-{황사}-0025. {비}2345-{비}{강도0}2400-
2022-04-29,13.4,10.7,16.5,15.5,{박무}0145-{박무}{강도0}0300-{박무}{강도0}0600-0635. -{비}-{비}{강도0}0300-{비}{강도1}0600-{비}{강도0}0900-0945.
2022-04-30,13.0,10.5,17.8,,{박무}2110-2330.
2022-05-01,13.4,7.9,19.2,,
2022-05-02,14.2,9.1,19.4,,{박무}0510-{박무}{강도0}0600-0850.
2022-05-03,14.8,9.1,20.8,,
2022-05-04,17.8,10.0,25.2,,
2022-05-05,18.9,12.5,25.8,,
2022-05-06,19.6,13.7,25.6,,
2022-05-07,18.4,15.3,23.1,0.5,{비}0320-{비}{강도0}0600-0630. {박무}0350-0440. {안개비}0745-0830.
2022-05-08,15.3,11.7,18.2,2.0,{비}1720-{비}{강도0}1800-{비}{강도0}2100-2255.
2022-05-09,17.9,11.0,25.3,,
2022-05-10,19.9,13.6,26.3,0.0,{비}2240-{비}{강도0}2400-
2022-05-11,19.7,16.6,25.2,0.0,-{비}-0030. {비}0210-0235.
2022-05-12,20.9,14.1,28.1,,
2022-05-13,19.4,15.0,25.2,,
2022-05-14,15.7,11.9,20.0,,
2022-05-15,16.2,10.5,22.4,,
2022-05-16,17.3,10.9,23.7,,
2022-05-17,20.0,13.0,27.4,,
2022-05-18,20.0,15.7,25.4,1.5,{박무}0150-{박무}{강도0}0300-{박무}{강도0}0600-0620. {비}0750-{비}{강도0}0900-1010.
2022-05-19,19.9,16.1,24.2,,{햇무리}1055-1310.
2022-05-20,20.6,15.6,25.8,,
2022-05-21,20.1,16.1,26.0,,{박무}0255-{박무}{강도0}0300-{박무}{강도0}0600-0740.
2022-05-22,20.3,15.7,25.8,,{박무}0415-{박무}{강도0}0600-0740.
2022-05-23,23.0,17.8,30.7,,{박무}0025-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0915. {연무}0910-1130.
